id,symbol,exchange,type,step,side,trade
0,SPXW  220629C03830000,SMART,OPT,0.1,buy,True
1,SPXW  220629P03830000,SMART,OPT,0.1,buy,True
2,SPXW  220630C03830000,SMART,OPT,0.1,buy,True
3,SPXW  220630P03830000,SMART,OPT,0.1,buy,True
